"source","destinations","mention","quote","reply","weight","DateUpdate"
"Redit_es","aimplas",413,1,2,416,2021-12-21
"Redit_es","ainiatecnologia",235,0,0,235,2021-12-21
"Redit_es","ITC_ceramica",231,0,2,233,2021-12-21
"Redit_es","AIDIMME",230,0,0,230,2021-12-21
"Redit_es","ITI_TIC",230,0,0,230,2021-12-21
"Redit_es","aitex_es",221,0,0,221,2021-12-21
"Redit_es","itenergia",210,0,0,210,2021-12-21
"Redit_es","AIJU_Tecnologi",205,0,0,205,2021-12-21
"TeximInfo","aimplas",101,0,101,202,2021-12-21
"Redit_es","InescopTech",201,0,0,201,2021-12-21
"Redit_es","ibv_org",198,0,0,198,2021-12-21
"Redit_es","itene",196,0,0,196,2021-12-21
"Redit_es","Redit_es",143,0,0,143,2021-12-21
"izarotech","aimplas",68,0,30,98,2021-12-21
"FuturEnviro","aimplas",79,0,0,79,2021-12-21
"RevistaRETEMA","aimplas",65,0,0,65,2021-12-21
"Mundoplast","aimplas",62,0,0,62,2021-12-21
"aimplas","aimplas",50,0,8,58,2021-12-21
"Redit_es","GVAavi",56,0,0,56,2021-12-21
"Redit_es","GVAivace",54,0,2,56,2021-12-21
"Packnet_","aimplas",36,8,8,52,2021-12-21
"ForoQyS","aimplas",31,0,16,47,2021-12-21
"Redit_es","GVAinnova",39,0,0,39,2021-12-21
"UPLIFT_EU","aimplas",38,0,0,38,2021-12-21
"UPLIFT_EU","UPLIFT_EU",2,0,36,38,2021-12-21
"expoquimia","aimplas",37,0,0,37,2021-12-21
"UPLIFT_EU","Bioplastech",36,0,0,36,2021-12-21
"UPLIFT_EU","DTUtweet",36,0,0,36,2021-12-21
"UPLIFT_EU","es_aau",36,0,0,36,2021-12-21
"UPLIFT_EU","fz_juelich",36,0,0,36,2021-12-21
"UPLIFT_EU","LeibnizHKI",36,0,0,36,2021-12-21
"UPLIFT_EU","Lundsuni",36,0,0,36,2021-12-21
"UPLIFT_EU","mi_sustainable",36,0,0,36,2021-12-21
"UPLIFT_EU","RWTH",36,0,0,36,2021-12-21
"UPLIFT_EU","SustainableInnE",36,0,0,36,2021-12-21
"UPLIFT_EU","TECNARO_GmbH",36,0,0,36,2021-12-21
"UPLIFT_EU","ucdgaeltacht",36,0,0,36,2021-12-21
"UPLIFT_EU","Vestforbranding",36,0,0,36,2021-12-21
"AEMAC_","aimplas",34,0,1,35,2021-12-21
"RPM_Plasticos","aimplas",35,0,0,35,2021-12-21
"ainiatecnologia","aimplas",33,0,0,33,2021-12-21
"CentrosCex","aimplas",22,0,11,33,2021-12-21
"GVAavi","aimplas",33,0,0,33,2021-12-21
"veredictas","CEPplast",32,0,1,33,2021-12-21
"UPLIFT_EU","europatweets",32,0,0,32,2021-12-21
"veredictas","aimplas",32,0,0,32,2021-12-21
"veredictas","ANARPLA",32,0,0,32,2021-12-21
"veredictas","ClubMktBcn",32,0,0,32,2021-12-21
"veredictas","Digicomexpo",32,0,0,32,2021-12-21
"veredictas","elpublicistacom",32,0,0,32,2021-12-21
"veredictas","Envaspres",32,0,0,32,2021-12-21
"veredictas","IPMARK",32,0,0,32,2021-12-21
"veredictas","itene",32,0,0,32,2021-12-21
"veredictas","RevistaInfopack",32,0,0,32,2021-12-21
"EPPM_Magazine","aimplas",30,0,0,30,2021-12-21
"UPLIFT_EU","EU_Commission",30,0,0,30,2021-12-21
"veredictas","revistaide",30,0,0,30,2021-12-21
"veredictas","Tecnifood",30,0,0,30,2021-12-21
"i_plastico","aimplas",29,0,0,29,2021-12-21
"revistaide","aimplas",21,0,7,28,2021-12-21
"Tecnifood","aimplas",25,0,1,26,2021-12-21
"PlasticFV","aimplas",21,0,4,25,2021-12-21
"pharmamarket","aimplas",24,0,0,24,2021-12-21
"Equiplast","aimplas",23,0,0,23,2021-12-21
"ait_research","aimplas",21,0,1,22,2021-12-21
"ANAIP_es","aimplas",21,0,1,22,2021-12-21
"ambientplastico","aimplas",19,0,2,21,2021-12-21
"expoquimia","accio_cat",21,0,0,21,2021-12-21
"Alvaro_Eslu","aimplas",17,0,3,20,2021-12-21
"AvepAsociacion","aimplas",19,1,0,20,2021-12-21
"expoquimia","IREC_Energia",20,0,0,20,2021-12-21
"Fedit","aimplas",14,4,2,20,2021-12-21
"BIOVAL_es","aimplas",18,0,1,19,2021-12-21
"emprenemjunts","aimplas",19,0,0,19,2021-12-21
"FuturEnviro","FuturEnviro",15,1,3,19,2021-12-21
"ResiduosPro","aimplas",18,0,0,18,2021-12-21
"UPLIFT_EU","t_uppe",18,0,0,18,2021-12-21
"davidorreta","aimplas",17,0,0,17,2021-12-21
"davidorreta","ResiduosPro",17,0,0,17,2021-12-21
"Regmurcialimpia","aimplas",15,0,2,17,2021-12-21
"SustainPlastics","aimplas",17,0,0,17,2021-12-21
"PlasticsEuropES","aimplas",15,1,0,16,2021-12-21
"ceeivalencia","aimplas",15,0,0,15,2021-12-21
"aec_es","aimplas",13,1,0,14,2021-12-21
"ait_research","BioICEP_IMGGE",13,1,0,14,2021-12-21
"eurocarne","aimplas",12,0,2,14,2021-12-21
"Eurosurfas","aimplas",14,0,0,14,2021-12-21
"int_quimica","aimplas",14,0,0,14,2021-12-21
"ITC_ceramica","aimplas",14,0,0,14,2021-12-21
"itenergia","GVAivace",14,0,0,14,2021-12-21
"Vertidos_Cero","aimplas",13,1,0,14,2021-12-21
"CdeCarnica","aimplas",12,0,1,13,2021-12-21
"itenergia","aimplas",13,0,0,13,2021-12-21
"OceanetsProject","aimplas",12,1,0,13,2021-12-21
"AEMAC_","FIDAMC_",12,0,0,12,2021-12-21
"ait_research","FournetMargaret",11,0,1,12,2021-12-21
"Cicloplast_com","aimplas",11,1,0,12,2021-12-21
"expoquimia","Leitat",12,0,0,12,2021-12-21
"GVAavi","Actecosl",12,0,0,12,2021-12-21
"GVAavi","realturfoficial",12,0,0,12,2021-12-21
"Redit_es","valenciactiva_",12,0,0,12,2021-12-21
"Vertidos_Cero","Vertidos_Cero",9,0,3,12,2021-12-21
"Hispackbcn","aimplas",11,0,0,11,2021-12-21
"ibv_org","aimplas",11,0,0,11,2021-12-21
"Regmurcialimpia","Vertidos_Cero",9,0,2,11,2021-12-21
"somoscidec","aimplas",11,0,0,11,2021-12-21
"ait_research","ambercentre",10,0,0,10,2021-12-21
"ait_research","RDI_at_LIT",10,0,0,10,2021-12-21
"AvepAsociacion","AvepAsociacion",10,0,0,10,2021-12-21
"CentrosCex","OceanetsProject",10,0,0,10,2021-12-21
"expoquimia","harvestoreEU",10,0,0,10,2021-12-21
"expoquimia","la_UPC",10,0,0,10,2021-12-21
"expoquimia","linknovate",10,0,0,10,2021-12-21
"expoquimia","RECOTRANS_H2020",10,0,0,10,2021-12-21
"fruittoday","aimplas",10,0,0,10,2021-12-21
"GVAivace","aimplas",10,0,0,10,2021-12-21
"iResiduo","aimplas",10,0,0,10,2021-12-21
"PLABUNsrl","aimplas",10,0,0,10,2021-12-21
"pteco2","aimplas",9,1,0,10,2021-12-21
"AEMAC_","Eurecat_news",9,0,0,9,2021-12-21
"anacanoarribas","CoopsAgroCV",7,0,2,9,2021-12-21
"AvepAsociacion","ANAIP_es",9,0,0,9,2021-12-21
"AvepAsociacion","ANARPLA",9,0,0,9,2021-12-21
"AvepAsociacion","Cicloplast_com",9,0,0,9,2021-12-21
"CentrosCex","corifyAF",9,0,0,9,2021-12-21
"CentrosCex","Grupo_TSK",9,0,0,9,2021-12-21
"CentrosCex","Molecor",9,0,0,9,2021-12-21
"CentrosCex","PigCHAMP_Europa",9,0,0,9,2021-12-21
"CentrosCex","PlatinoEduca",9,0,0,9,2021-12-21
"CentrosCex","skrollerbelt",9,0,0,9,2021-12-21
"esplasticos","aimplas",9,0,0,9,2021-12-21
"expoquimia","ICIQchem",9,0,0,9,2021-12-21
"fadiplastsl","aimplas",5,0,4,9,2021-12-21
"GVAivace","Julia_company",9,0,0,9,2021-12-21
"GVAivace","Redit_es",9,0,0,9,2021-12-21
"int_envase","aimplas",9,0,0,9,2021-12-21
"MaripeSamper","skrollerbelt",8,0,1,9,2021-12-21
"OCRValencia","aimplas",8,0,1,9,2021-12-21
"PlasticsWorld","aimplas",9,0,0,9,2021-12-21
"RevistaMercados","aimplas",9,0,0,9,2021-12-21
"SagredoMarco","aimplas",9,0,0,9,2021-12-21
"UPLIFT_EU","BioICEP_H2020",9,0,0,9,2021-12-21
"AEMAC_","aeroespacialUPM",8,0,0,8,2021-12-21
"AvepAsociacion","PlasticsEuropES",8,0,0,8,2021-12-21
"Equiplast","Leitat",8,0,0,8,2021-12-21
"Eurosurfas","accio_cat",8,0,0,8,2021-12-21
"expoquimia","gremirecupera",8,0,0,8,2021-12-21
"expoquimia","LAB_Ecoinnova",8,0,0,8,2021-12-21
"expoquimia","Suruscircular",8,0,0,8,2021-12-21
"GVAivace","Rafa_Climentg",8,0,0,8,2021-12-21
"HABRILAN","AEMAC_",4,4,0,8,2021-12-21
"industry_arena","aimplas",8,0,0,8,2021-12-21
"ITC_ceramica","AIDIMME",8,0,0,8,2021-12-21
"ITC_ceramica","Redit_es",5,1,2,8,2021-12-21
"OceanetsProject","OceanetsProject",4,0,4,8,2021-12-21
"silviaavilesg","aimplas",8,0,0,8,2021-12-21
"SusChemSpain","aimplas",8,0,0,8,2021-12-21
"SusChemSpain","deborahciencia",7,1,0,8,2021-12-21
"WaystupH2020","aimplas",8,0,0,8,2021-12-21
"_asobiocom","aimplas",7,0,0,7,2021-12-21
"ait_research","AitLibrary",7,0,0,7,2021-12-21
"anacanoarribas","aimplas",7,0,0,7,2021-12-21
"Azmudeu","aimplas",7,0,0,7,2021-12-21
"Azmudeu","idainature",7,0,0,7,2021-12-21
"Azmudeu","tabitbilisim",7,0,0,7,2021-12-21
"BeonNAT_H2020","aimplas",6,0,1,7,2021-12-21
"CdeCarnica","ainiatecnologia",7,0,0,7,2021-12-21
"ceeivalencia","ainiatecnologia",7,0,0,7,2021-12-21
"ceeivalencia","BIOVAL_es",7,0,0,7,2021-12-21
"ceeivalencia","itene",7,0,0,7,2021-12-21
"ceeivalencia","itenergia",7,0,0,7,2021-12-21
"Equiplast","accio_cat",7,0,0,7,2021-12-21
"Eurosurfas","IREC_Energia",7,0,0,7,2021-12-21
"FuturEnviro","ainiatecnologia",7,0,0,7,2021-12-21
"HABRILAN","aimplas",7,0,0,7,2021-12-21
"iambiente","aimplas",7,0,0,7,2021-12-21
"infoagrocom","aimplas",7,0,0,7,2021-12-21
"MaripeSamper","aimplas",7,0,0,7,2021-12-21
"OCRValencia","palbeme",7,0,0,7,2021-12-21
"OCRValencia","Redit_es",7,0,0,7,2021-12-21
"OVTT","aimplas",7,0,0,7,2021-12-21
"parccientificuv","aimplas",7,0,0,7,2021-12-21
"RSM_es","aimplas",7,0,0,7,2021-12-21
"SusChemSpain","BASF_ES",7,0,0,7,2021-12-21
"SusChemSpain","Repsol",7,0,0,7,2021-12-21
"SusChemSpain","SABIC",7,0,0,7,2021-12-21
"UPLIFT_EU","MixUp_H2020",7,0,0,7,2021-12-21
"Vertidos_Cero","OceanetsProject",5,1,1,7,2021-12-21
"Vertidos_Cero","uvigo",7,0,0,7,2021-12-21
"WaystupH2020","GVAivia",7,0,0,7,2021-12-21
"WaystupH2020","UA_Universidad",7,0,0,7,2021-12-21
"_asobiocom","CENER_Energia",6,0,0,6,2021-12-21
"aec_es","aec_es",1,0,5,6,2021-12-21
"AEMAC_","ImdeaMaterials",6,0,0,6,2021-12-21
"AErasmusproject","aimplas",6,0,0,6,2021-12-21
"ait_research","AIT__LIT",6,0,0,6,2021-12-21
"Asefapi_Es","aimplas",6,0,0,6,2021-12-21
"ceeivalencia","CDTIoficial",6,0,0,6,2021-12-21
"ceeivalencia","GVAeconomia",6,0,0,6,2021-12-21
"ClusterMAV","aimplas",6,0,0,6,2021-12-21
"Corresponsables","aimplas",6,0,0,6,2021-12-21
"CTplasUy","aimplas",6,0,0,6,2021-12-21
"DGreenblogger","aimplas",6,0,0,6,2021-12-21
"Equiplast","Cicloplast_com",6,0,0,6,2021-12-21
"Equiplast","IREC_Energia",6,0,0,6,2021-12-21
"escamilla50","GVAeconomia",3,0,3,6,2021-12-21
"escamilla50","skrollerbelt",4,0,2,6,2021-12-21
"expoquimia","Eurecat_news",6,0,0,6,2021-12-21
"FuturEnviro","Cicloplast_com",6,0,0,6,2021-12-21
"FuturEnviro","GVAavi",6,0,0,6,2021-12-21
"FuturEnviro","Vertidos_Cero",6,0,0,6,2021-12-21
"iambiente","ainiatecnologia",6,0,0,6,2021-12-21
"ibv_org","GVAivace",6,0,0,6,2021-12-21
"itenergia","itenergia",6,0,0,6,2021-12-21
"mafehegu","aimplas",3,0,3,6,2021-12-21
"MaripeSamper","Grupo_TSK",6,0,0,6,2021-12-21
"MaripeSamper","Molecor",6,0,0,6,2021-12-21
"MaripeSamper","PigCHAMP_Europa",6,0,0,6,2021-12-21
"MaripeSamper","PlatinoEduca",6,0,0,6,2021-12-21
"Mateprincs","aimplas",6,0,0,6,2021-12-21
"OEPM_es","aimplas",6,0,0,6,2021-12-21
"PlasticsEuropES","ANAIP_es",6,0,0,6,2021-12-21
"PlasticsEuropES","ANARPLA",6,0,0,6,2021-12-21
"PlasticsEuropES","Cicloplast_com",6,0,0,6,2021-12-21
"Redit_es","OCRValencia",6,0,0,6,2021-12-21
"revista_PQ","aimplas",5,0,1,6,2021-12-21
"RevistaRETEMA","ecodes",6,0,0,6,2021-12-21
"RevistaRETEMA","INTE_UPC",6,0,0,6,2021-12-21
"RSM_es","ainiatecnologia",6,0,0,6,2021-12-21
"UPLIFT_EU","H2020demeto",6,0,0,6,2021-12-21
"Vertidos_Cero","ArviInnovapesca",6,0,0,6,2021-12-21
"vincenzo_gente","aimplas",4,0,2,6,2021-12-21
"vincenzo_gente","OceanetsProject",5,0,1,6,2021-12-21
"WaystupH2020","Biopolis_SL",6,0,0,6,2021-12-21
"WaystupH2020","BioSenseRS",6,0,0,6,2021-12-21
"WaystupH2020","fCIRCE",6,0,0,6,2021-12-21
"WaystupH2020","Novamont",6,0,0,6,2021-12-21
"WaystupH2020","SAV_lavega",6,0,0,6,2021-12-21
"WaystupH2020","Terra_i_Xufa",6,0,0,6,2021-12-21
"aec_es","AEDIVE",5,0,0,5,2021-12-21
"AEMAC_","amade_udg",5,0,0,5,2021-12-21
"AEMAC_","ferrerdalmaucm",5,0,0,5,2021-12-21
"AEMAC_","industry_arena",3,0,2,5,2021-12-21
"AEMAC_","tecnalia",5,0,0,5,2021-12-21
"AErasmusproject","euhospitals",5,0,0,5,2021-12-21
"AErasmusproject","HIHIreland",5,0,0,5,2021-12-21
"AErasmusproject","IDIVALdireccion",5,0,0,5,2021-12-21
"AErasmusproject","Jobsatskills",5,0,0,5,2021-12-21
"Agrimax_EU","aimplas",5,0,0,5,2021-12-21
"AgroNewsCV","aimplas",5,0,0,5,2021-12-21
"ait_research","AthloneIT",3,2,0,5,2021-12-21
"ait_research","AvecomNV",5,0,0,5,2021-12-21
"Azmudeu","Azmudeu",5,0,0,5,2021-12-21
"BeonNAT_H2020","BTU_CS",5,0,0,5,2021-12-21
"BeonNAT_H2020","CederCiemat",5,0,0,5,2021-12-21
"BeonNAT_H2020","FCesefor",5,0,0,5,2021-12-21
"BeonNAT_H2020","PEFCSpain",5,0,0,5,2021-12-21
"cdcampo1","aimplas",5,0,0,5,2021-12-21
"ceeivalencia","Biopolis_SL",5,0,0,5,2021-12-21
"ceeivalencia","GVAivace",5,0,0,5,2021-12-21
"ceeivalencia","iata_csic",5,0,0,5,2021-12-21
"ceeivalencia","Redit_es",5,0,0,5,2021-12-21
"ceeivalencia","seimedcv",5,0,0,5,2021-12-21
"disruptores_inn","aimplas",5,0,0,5,2021-12-21
"ECOTOX2","Vertidos_Cero",3,0,2,5,2021-12-21
"EFE_CValenciana","aimplas",5,0,0,5,2021-12-21
"emprenemjunts","itenergia",5,0,0,5,2021-12-21
"Equiplast","Eurecat_news",5,0,0,5,2021-12-21
"escamilla50","aimplas",5,0,0,5,2021-12-21
"escamilla50","CentrosCex",5,0,0,5,2021-12-21
"escamilla50","GVAivace",5,0,0,5,2021-12-21
"escamilla50","Julia_company",5,0,0,5,2021-12-21
"escamilla50","Rafa_Climentg",5,0,0,5,2021-12-21
"Eurosurfas","Eurecat_news",5,0,0,5,2021-12-21
"Eurosurfas","Leitat",5,0,0,5,2021-12-21
"expoquimia","AEMAC_",5,0,0,5,2021-12-21
"FCalidad","aimplas",4,0,1,5,2021-12-21
"Fedit","Redit_es",5,0,0,5,2021-12-21
"FEVEC_Valencia","aimplas",5,0,0,5,2021-12-21
"ffe_es","materplat",4,0,1,5,2021-12-21
"GVAavi","GVAavi",5,0,0,5,2021-12-21
"GVAivace","CentrosCex",2,3,0,5,2021-12-21
"IndustryTalksES","aimplas",4,0,1,5,2021-12-21
"int_reciclaje","aimplas",5,0,0,5,2021-12-21
"InterplastPT","aimplas",5,0,0,5,2021-12-21
"ITC_ceramica","GVAivace",5,0,0,5,2021-12-21
"ITI_TIC","aimplas",5,0,0,5,2021-12-21
"MaripeSamper","corifyAF",5,0,0,5,2021-12-21
"MartaEGMosquera","aimplas",5,0,0,5,2021-12-21
"MartaEGMosquera","inbiotecenlared",5,0,0,5,2021-12-21
"MartaEGMosquera","IQAR_UAH",5,0,0,5,2021-12-21
"MartaEGMosquera","UAHes",5,0,0,5,2021-12-21
"maytedomingo_","aimplas",5,0,0,5,2021-12-21
"maytedomingo_","ainiatecnologia",5,0,0,5,2021-12-21
"maytedomingo_","itenergia",5,0,0,5,2021-12-21
"maytedomingo_","ITI_TIC",5,0,0,5,2021-12-21
"maytedomingo_","Redit_es",5,0,0,5,2021-12-21
"Monviciano","EUGCC_cleanergy",3,0,2,5,2021-12-21
"Novamont_Iberia","aimplas",4,1,0,5,2021-12-21
"OCRValencia","Consum",5,0,0,5,2021-12-21
"OCRValencia","masapa1982",5,0,0,5,2021-12-21
"PackagingEurope","aimplas",5,0,0,5,2021-12-21
"parccientificuv","parccientificuv",0,0,5,5,2021-12-21
"plasticoshita","aimplas",4,0,1,5,2021-12-21
"PlasticsEuropES","AvepAsociacion",5,0,0,5,2021-12-21
"poscosecha","aimplas",5,0,0,5,2021-12-21
"preserve_h2020","aimplas",3,2,0,5,2021-12-21
"pteco2","AgEInves",5,0,0,5,2021-12-21
"pteco2","incarCSIC",5,0,0,5,2021-12-21
"pteco2","tecnalia",5,0,0,5,2021-12-21
"pteco2","ualmeria",5,0,0,5,2021-12-21
"Regmurcialimpia","Ferfollos",3,0,2,5,2021-12-21
"RepetCoinnova","aimplas",4,1,0,5,2021-12-21
"RPM_Plasticos","ainiatecnologia",5,0,0,5,2021-12-21
"somoscidec","Afi_es",5,0,0,5,2021-12-21
"somoscidec","ainiatecnologia",5,0,0,5,2021-12-21
"somoscidec","fCIRCE",5,0,0,5,2021-12-21
"somoscidec","ICTA_UAB",5,0,0,5,2021-12-21
"ter4bithi4","aimplas",5,0,0,5,2021-12-21
"TRAKTECH_","aimplas",5,0,0,5,2021-12-21
"WaystupH2020","biobean",5,0,0,5,2021-12-21
"WaystupH2020","imec_int",5,0,0,5,2021-12-21
"WaystupH2020","NAFIGATECorp",5,0,0,5,2021-12-21
"WaystupH2020","ntua",5,0,0,5,2021-12-21
"WaystupH2020","SustainableCTgr",5,0,0,5,2021-12-21
"Wendy_Moreno_EU","ai_eic",3,0,2,5,2021-12-21
"10t_proyectos","aimplas",4,0,0,4,2021-12-21
"aalbaperez","Redit_es",2,1,1,4,2021-12-21
"AdonaiHM","javiergarciamar",3,0,1,4,2021-12-21
"AdonaiHM","Redit_es",3,1,0,4,2021-12-21
"aec_es","AENOR",4,0,0,4,2021-12-21
"aec_es","AnfacAutomovil",4,0,0,4,2021-12-21
"aec_es","BoschEspana",4,0,0,4,2021-12-21
"aec_es","DeutzBS",4,0,0,4,2021-12-21
"aec_es","QualityCpa",4,0,0,4,2021-12-21
"AEMAC_","AEMAC_",0,1,3,4,2021-12-21
"AEMAC_","aernnova_usa",4,0,0,4,2021-12-21
"AEMAC_","Airbus",4,0,0,4,2021-12-21
"AEMAC_","AirbusHeli",4,0,0,4,2021-12-21
"AEMAC_","CalpeIT",4,0,0,4,2021-12-21
"AEMAC_","CDTIoficial",4,0,0,4,2021-12-21
"AEMAC_","CentrosCex",2,0,2,4,2021-12-21
"AEMAC_","expoquimia",3,1,0,4,2021-12-21
"AEMAC_","IDEKO_",4,0,0,4,2021-12-21
"AEMAC_","TalgoGroup",4,0,0,4,2021-12-21
"AEMAC_","tsisl_oficial",4,0,0,4,2021-12-21
"AErasmusproject","AMRCtraining",4,0,0,4,2021-12-21
"AErasmusproject","Itemas",4,0,0,4,2021-12-21
"AErasmusproject","NUIGinnovation",4,0,0,4,2021-12-21
"AErasmusproject","sheffielduni",4,0,0,4,2021-12-21
"AgoraScience","aimplas",4,0,0,4,2021-12-21
"Agrimax_EU","BBI2020",4,0,0,4,2021-12-21
"Agrimax_EU","biconsortium",4,0,0,4,2021-12-21
"Agrimax_EU","EU_H2020",4,0,0,4,2021-12-21
"AgroNewsCV","ainiatecnologia",4,0,0,4,2021-12-21
"ai_eic","AristosInfo",3,0,1,4,2021-12-21
"ai_eic","H2020_Partner",3,0,1,4,2021-12-21
"ai_eic","Wendy_Moreno_EU",3,0,1,4,2021-12-21
"AIJU_Tecnologi","aimplas",4,0,0,4,2021-12-21
"aimplas","PackEuropeEli",2,0,2,4,2021-12-21
"aimplas","SustainableInnE",2,0,2,4,2021-12-21
"anape_eps","aimplas",4,0,0,4,2021-12-21
"andresgilnogues","PlasticFV",2,1,1,4,2021-12-21
"AseTUB","aimplas",3,1,0,4,2021-12-21
"asociacionruvid","aimplas",4,0,0,4,2021-12-21
"AtfProfessional","aimplas",4,0,0,4,2021-12-21
"Benihort","Benihort",2,0,2,4,2021-12-21
"BeonNAT_H2020","ContacticaInnov",4,0,0,4,2021-12-21
"BeonNAT_H2020","Envirohemp",4,0,0,4,2021-12-21
"BeonNAT_H2020","LeibnizATB",4,0,0,4,2021-12-21
"BeonNAT_H2020","NNFCC",4,0,0,4,2021-12-21
"BeonNAT_H2020","recordbioenergy",4,0,0,4,2021-12-21
"BIOVAL_es","ceeivalencia",4,0,0,4,2021-12-21
"BIOVAL_es","GVAivace",4,0,0,4,2021-12-21
"BIOVAL_es","itene",4,0,0,4,2021-12-21
"BIOVAL_es","itenergia",4,0,0,4,2021-12-21
"BIOVAL_es","Redit_es",4,0,0,4,2021-12-21
"BIOVAL_es","seimedcv",4,0,0,4,2021-12-21
"botellas_eco","ResiduosPro",2,0,2,4,2021-12-21
"Cajamar","CticCita",4,0,0,4,2021-12-21
"cdcampo1","CentrosCex",2,0,2,4,2021-12-21
"ceeivalencia","ceeivalencia",3,0,1,4,2021-12-21
"ceeivalencia","emprenemjunts",4,0,0,4,2021-12-21
"ClusterFPrint","aimplas",4,0,0,4,2021-12-21
"ClusterFPrint","PT3NEO",4,0,0,4,2021-12-21
"Consalud_es","aimplas",4,0,0,4,2021-12-21
"Crowdhelix","aimplas",3,1,0,4,2021-12-21
"DominoPrint_ES","aimplas",4,0,0,4,2021-12-21
"DominoPrint_ES","RPM_Plasticos",2,0,2,4,2021-12-21
"Economia_3","aimplas",4,0,0,4,2021-12-21
"EcoxyProject","aimplas",3,0,1,4,2021-12-21
"elEconomistaCV","aimplas",4,0,0,4,2021-12-21
"emprenemjunts","BIOVAL_es",4,0,0,4,2021-12-21
"emprenemjunts","Cicloplast_com",4,0,0,4,2021-12-21
"Equiplast","AEMAC_",4,0,0,4,2021-12-21
"Equiplast","ANAIP_es",4,0,0,4,2021-12-21
"Equiplast","PlasticsEuropES",4,0,0,4,2021-12-21
"Equiplast","tecnalia",4,0,0,4,2021-12-21
"esplasticos","Cicloplast_com",4,0,0,4,2021-12-21
"eurocarne","ainiatecnologia",4,0,0,4,2021-12-21
"Eurosurfas","AEMAC_",4,0,0,4,2021-12-21
"Eurosurfas","linknovate",4,0,0,4,2021-12-21
"Eurosurfas","RECOTRANS_H2020",4,0,0,4,2021-12-21
"expoquimia","FIDAMC_",4,0,0,4,2021-12-21
"Fernando_Ca_63","SagredoMarco",2,0,2,4,2021-12-21
"ffe_es","ffe_es",4,0,0,4,2021-12-21
"ForoQyS","esplasticos",2,2,0,4,2021-12-21
"ForoQyS","SusChemSpain",2,2,0,4,2021-12-21
"Fund_Diversidad","aimplas",3,0,1,4,2021-12-21
"FuturEnviro","Afi_es",4,0,0,4,2021-12-21
"FuturEnviro","fCIRCE",4,0,0,4,2021-12-21
"FuturEnviro","GVAivace",4,0,0,4,2021-12-21
"FuturEnviro","ICTA_UAB",4,0,0,4,2021-12-21
"FuturEnviro","IDAEA_CSIC",4,0,0,4,2021-12-21
"FuturEnviro","PaisajeLimpio",4,0,0,4,2021-12-21
"FuturEnviro","TOMRARecycling",4,0,0,4,2021-12-21
"garcia_saludes","Redit_es",3,0,1,4,2021-12-21
"gbelenguer","aimplas",4,0,0,4,2021-12-21
"GeriatricArea","aimplas",4,0,0,4,2021-12-21
"GeriatricArea","ibv_org",4,0,0,4,2021-12-21
"GVAavi","IISLaFe",3,1,0,4,2021-12-21
"GVAivace","GVAivace",4,0,0,4,2021-12-21
"Hispackbcn","ainiatecnologia",4,0,0,4,2021-12-21
"i_alimentacion","aimplas",4,0,0,4,2021-12-21
"IBIAE","IBIAE",2,0,2,4,2021-12-21
"IndustrialesCV","aimplas",4,0,0,4,2021-12-21
"industry_arena","3Dnatives_ES",4,0,0,4,2021-12-21
"industry_arena","Leitat",4,0,0,4,2021-12-21
"industry_arena","tecnalia",4,0,0,4,2021-12-21
"IndustryTalksES","IndustryTalksES",4,0,0,4,2021-12-21
"InforetailNews","aimplas",4,0,0,4,2021-12-21
"istobal_es","aimplas",4,0,0,4,2021-12-21
"ITC_ceramica","ainiatecnologia",4,0,0,4,2021-12-21
"ITC_ceramica","ITI_TIC",4,0,0,4,2021-12-21
"jhomstor","edpemo",2,0,2,4,2021-12-21
"KimitecGroup","aimplas",4,0,0,4,2021-12-21
"KimitecGroup","BBI2020",2,2,0,4,2021-12-21
"KNAUFINDSPAIN","aimplas",4,0,0,4,2021-12-21
"LosPackaging","aimplas",2,0,2,4,2021-12-21
"MadresXClimaCan","Regmurcialimpia",2,0,2,4,2021-12-21
"marijosidemaya","deborahciencia",2,0,2,4,2021-12-21
"MartaEGMosquera","geqo_rseq",4,0,0,4,2021-12-21
"maytedomingo_","AIDIMME",4,0,0,4,2021-12-21
"MPN_Magazine","aimplas",3,0,1,4,2021-12-21
"OanaCaro","deborahciencia",2,0,2,4,2021-12-21
"OC_Composites","HABRILAN",2,0,2,4,2021-12-21
"OleoRevista","aimplas",4,0,0,4,2021-12-21
"olgainfoedita","aimplas",2,0,2,4,2021-12-21
"OVTTenglish","aimplas",4,0,0,4,2021-12-21
"Packnet_","ainiatecnologia",4,0,0,4,2021-12-21
"Packnet_","Cicloplast_com",4,0,0,4,2021-12-21
"PilotHarbour","AutPortValencia",2,0,2,4,2021-12-21
"PlasticsEuropES","deborahciencia",3,1,0,4,2021-12-21
"pteco2","FunditecOrg",4,0,0,4,2021-12-21
"Redit_es","EU_H2020",4,0,0,4,2021-12-21
"Redit_es","palbeme",4,0,0,4,2021-12-21
"Regmurcialimpia","Afi_es",4,0,0,4,2021-12-21
"Regmurcialimpia","ainiatecnologia",4,0,0,4,2021-12-21
"Regmurcialimpia","fCIRCE",4,0,0,4,2021-12-21
"Regmurcialimpia","ICTA_UAB",4,0,0,4,2021-12-21
"Regmurcialimpia","IDAEA_CSIC",4,0,0,4,2021-12-21
"Regmurcialimpia","PaisajeLimpio",4,0,0,4,2021-12-21
